Timestamp,CPU (%),RAM (%),Disco (%),Upload (KB/s),Download (KB/s)
22:12:33,9.5,68.5,92.6,7.36328125,2.27734375
22:12:34,3.9,68.5,92.6,0.1259765625,0.720703125
22:12:35,8.1,68.5,92.6,11.1171875,2.85546875
22:12:36,3.9,68.8,92.6,0.1142578125,0.072265625
22:12:37,4.6,68.7,92.6,7.29296875,0.2451171875
22:12:38,12.4,69.7,92.6,0.142578125,0.6953125
22:12:39,7.3,69.8,92.6,4.869140625,0.525390625
22:12:40,10.4,70.2,92.6,0.052734375,0.578125
22:12:41,1.9,70.2,92.6,4.6689453125,0.0
22:12:42,13.7,68.9,92.6,0.2333984375,0.7880859375
22:12:43,11.0,69.0,92.6,8.451171875,4.0869140625
22:12:44,30.2,69.5,92.6,140.158203125,24.75390625
22:12:46,16.3,69.5,92.6,0.0,0.0751953125
22:12:47,9.9,69.5,92.6,7.9970703125,3.626953125
22:12:48,15.6,69.8,92.6,22.2451171875,337.1337890625
22:12:49,11.3,69.8,92.6,21.216796875,4.27734375
22:12:50,14.6,69.8,92.6,8.16796875,1.951171875
22:12:51,16.2,69.7,92.6,0.4228515625,0.072265625
22:12:52,6.1,69.8,92.6,30.3759765625,85.0595703125
22:12:53,9.3,69.8,92.6,1.490234375,1.5693359375
22:12:54,9.6,69.8,92.6,27.140625,1.75
22:12:55,14.9,69.9,92.6,9.9697265625,3.3193359375
22:12:56,4.6,69.9,92.6,4.984375,1.455078125
22:12:57,13.1,69.9,92.6,31.01953125,10.1484375
22:12:58,15.2,69.8,92.6,9.935546875,10.123046875
22:13:00,17.9,69.9,92.6,10.5322265625,24.2734375
22:13:01,10.0,70.0,92.6,36.6884765625,11.873046875
22:13:02,3.9,69.8,92.6,9.3720703125,8.5283203125
22:13:03,9.6,69.9,92.6,4.6689453125,0.1171875
22:13:04,11.0,69.9,92.6,24.4931640625,3.1748046875
22:13:05,13.2,69.8,92.6,4.72265625,0.5498046875
22:13:06,9.2,69.9,92.6,0.5205078125,1.037109375
22:13:07,7.1,69.7,92.6,9.763671875,2.1103515625
